,Title,ReleaseDate,Overview,VoteAverage,VoteCount,OriginalLanguage,Genres,Runtime,Tagline,Budget,Revenue,ProductionCompanies,ProductionCountries,SpokenLanguages,IMDBId
333,"Merry Christmas, Mr. Lawrence",1983-05-28,"Island of Java, 1942, during World War II. British Major Jack Celliers arrives at a Japanese prison camp, run by the strict Captain Yonoi. Colonel John Lawrence, who has a profound knowledge of Japanese culture, and Sergeant Hara, brutal and simpleton, will witness the struggle of wills between two men from very different backgrounds who are tragically destined to clash.",7.325,439,ja,Drama;History;War,124,"Java, 1942— A clash of cultures, a test of the human spirit.",13112079.2,2306560.0,Recorded Picture Company;National Film Trustee Company;Antares-Nova;Oshima Productions;Broadbank Investments;Asahi Broadcasting Corporation,Japan;New Zealand;United Kingdom,English;日本語,tt0085933
334,Christiane F.,1981-04-02,"This movie portrays the drug scene in Berlin in the 70s, following tape recordings of Christiane F. 14 years old Christiane lives with her mother and little sister in a typical multi-storey apartment building in Berlin. She's fascinated by the 'Sound', a new disco with most modern equipment. Although she's legally too young, she asks a friend to take her. There she meets Detlef, who's in a clique where everybody's on drugs. Step by step she gets drawn deeper into the scene.",7.327,1280,de,Drama,131,The image of a generation.,13112079.2,63838039.304709144,CLV-Filmproduktions;Solaris Film;Maran Film;Popular Filmproduktion,Germany,Deutsch,tt0082176
335,Sophie's Choice,1982-12-08,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.",7.329,829,en,Drama;Romance;War,151,"Between the innocent, the romantic, the sensual, and the unthinkable. There are still some things we have yet to imagine.",12000000.0,30036166.0,ITC Entertainment;Keith Barish Productions;Universal Pictures;Associated Film Distribution,United Kingdom;United States of America,Český;English;Français;Deutsch;Polski;Pусский,tt0084707
336,A Nightmare on Elm Street,1984-10-31,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",7.337,4944,en,Horror,91,If Nancy doesn't wake up screaming she won't wake up at all.,1800000.0,57004513.0,New Line Cinema;Smart Egg Pictures;Media Home Entertainment;Cinema 84;The Elm Street Venture,United States of America;United Kingdom,English,tt0087800
337,Dirty Dancing,1987-08-21,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",7.342,5990,en,Drama;Music;Romance,100,First dance. First love. The time of your life.,6000000.0,214577242.0,Great American Films Limited Partnership;Vestron Pictures,United States of America,English,tt0092890
338,The Abyss,1989-08-09,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",7.346,2887,en,Adventure;Action;Thriller;Science Fiction,140,"When you get there, you will understand.",70000000.0,90000098.0,20th Century Fox;Pacific Western,United States of America,English,tt0096754
339,Down by Law,1986-09-20,"A disc jockey, a pimp and an Italian tourist escape from jail in New Orleans.",7.362,713,en,Crime;Drama;Comedy,106,It's not where you start - It's where you start again.,13112079.2,63838039.304709144,Island Pictures;Black Snake;Grokenberger Film Produktion,Germany;United States of America,English;Italiano,tt0090967
340,Blow Out,1981-07-24,"Jack Terry is a master sound recordist who works on grade-B horror movies. Late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. Curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. As he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust.",7.366,1404,en,Thriller;Mystery;Crime,108,Murder has a sound all of its own.,18000000.0,12000000.0,Cinema 77;Filmways Pictures;Geria Productions,United States of America,English,tt0082085
341,Beetlejuice,1988-03-30,A newly dead New England couple seek help from a deranged demon exorcist to scare an affluent New York family out of their home.,7.382,6600,en,Fantasy;Comedy,92,"In this house, if you've seen one ghost...you haven't seen them all.",15000000.0,74844634.0,Warner Bros. Pictures;Geffen Pictures,United States of America,English,tt0094721
342,An American Werewolf in London,1981-08-21,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",7.391,2331,en,Comedy;Horror,97,From the director of Animal House... a different kind of animal.,10000000.0,31973249.0,American Werewolf Inc.;Lyncanthrope Films;Universal Pictures;Guber/Peters Company;PSO;Polygram Pictures,United Kingdom;United States of America,English;svenska,tt0082010
343,The Purple Rose of Cairo,1985-03-01,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",7.394,1014,en,Fantasy;Comedy;Romance,82,She's finally met the man of her dreams. He's not real but you can't have everything.,15000000.0,10631333.0,Orion Pictures,United States of America,English,tt0089853
344,Mad Max 2,1981-12-24,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",7.395,3611,en,Adventure;Action;Thriller;Science Fiction,96,"When all that's left is one last chance, pray that he's still out there...somewhere!",2000000.0,24600832.0,Kennedy Miller Productions,Australia,English,tt0082694
345,The Mission,1986-09-24,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.",7.396,1365,en,Adventure;Drama;Action;History,126,One will trust in the power of prayer. One will believe in the might of the sword.,24500000.0,17200000.0,AMLF;Goldcrest;Enigma Productions;Kingsmere Productions Ltd.;Warner Bros. Pictures,France;United Kingdom,English;;Latin;Español,tt0091530
346,Louie Bluie,1985-11-13,"Crumb director Terry Zwigoff’s first film is a true treat: a documentary about the obscure country-blues musician and idiosyncratic visual artist Howard “Louie Bluie” Armstrong, member of the last known black string band in America. As beguiling a raconteur as he is a performer, Louie makes for a wildly entertaining movie subject, and Zwigoff honors him with an unsentimental but endlessly affectionate tribute. Full of infectious music and comedy, Louie Bluie is a humane evocation of the kind of pop-cultural marginalia that Zwigoff would continue to excavate in the coming years.",7.4,11,en,Documentary;Music,60,Filmed at the 1985 Friscofest,13112079.2,63838039.304709144,Superior,United States of America,English,tt0089507
347,"The Cook, the Thief, His Wife & Her Lover",1989-10-13,The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husband's restaurant.,7.4,603,en,Crime;Drama,124,Lust...Murder...Dessert. Bon Appetit!,2300000.0,7724701.0,Allarts;Elsevier-Vendex Film Beheer;Allarts Cook;Erato Films;Film4 Productions;Erbograph Co.,France;United Kingdom,English,tt0097108
348,Crimes and Misdemeanors,1989-10-13,A renowned ophthalmologist is desperate to cut off an adulterous relationship…which ends up in murder; and a frustrated documentary filmmaker woos an attractive television producer while making a film about her insufferably self-centered boss.,7.4,845,en,Comedy;Drama;Crime,104,It's about love and reality. Faith and delusion. Good and evil. Success and failure.,19000000.0,18254702.0,Jack Rollins & Charles H. Joffe Productions,United States of America,English,tt0097123
349,The Fly,1986-08-15,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",7.402,4284,en,Horror;Science Fiction,96,Be afraid. Be very afraid.,15000000.0,60629159.0,SLM Production Group;Brooksfilms,Canada;United States of America,English,tt0091064
350,When Harry Met Sally...,1989-07-21,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",7.408,3988,en,Comedy;Romance;Drama,96,Can two friends sleep together and still love each other in the morning?,16000000.0,92823546.0,Castle Rock Entertainment;Nelson Entertainment,United States of America,English,tt0098635
351,This Is Spinal Tap,1984-03-02,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",7.431,1368,en,Music;Comedy,82,Prepare to crank those amps up to eleven,2500000.0,4700000.0,Spinal Tap Prod.;Embassy Films Associates;Embassy Pictures,United States of America,English;日本語,tt0088258
352,The Right Stuff,1983-10-20,"As the Space Race ensues, seven pilots set off on a path to become the first American astronauts to enter space. However, the road to making history brings forth momentous challenges.",7.443,844,en,Drama;History;Adventure,193,How the future began.,27000000.0,21500000.0,The Ladd Company;Warner Bros. Pictures,United States of America,English;Pусский,tt0086197
353,Star Trek II: The Wrath of Khan,1982-06-04,"The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis.",7.451,1869,en,Action;Adventure;Science Fiction;Thriller,112,At the end of the universe lies the beginning of vengeance.,12000000.0,95800000.0,Paramount Pictures,United States of America,English,tt0084726
354,The Verdict,1982-12-08,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",7.458,612,en,Drama,129,Frank Galvin has one last chance to do something right.,16000000.0,53977250.0,20th Century Fox;Zanuck/Brown Productions,United States of America,English,tt0084855
355,The Green Ray,1986-08-29,A lonely Parisian woman comes to terms with her isolation and anxieties during a long summer vacation.,7.458,239,fr,Drama;Romance,99,Sin tagline,13112079.2,63838039.304709144,Les Films du Losange,France,English;Français;Deutsch;Español,tt0091830
356,Ordinary People,1980-09-19,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",7.46,609,en,Drama,124,Everything is in its proper place... except the past.,6000000.0,54766923.0,Paramount Pictures;Wildwood Enterprises,United States of America,English,tt0081283
357,Glory,1989-12-15,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",7.474,1564,en,Drama;History;War,122,Their innocence. Their heritage. Their lives.,18000000.0,26800000.0,Freddie Fields Productions;TriStar Pictures,United States of America,English,tt0097441
358,After Hours,1985-08-16,"Desperate to escape his mind-numbing routine, uptown Manhattan office worker Paul Hackett ventures downtown for a hookup with a mystery woman.",7.475,1424,en,Comedy;Thriller;Drama,97,"What if that date you thought would never end, didn't?",4500000.0,10609321.0,Double Play;Geffen Pictures;Warner Bros. Pictures,United States of America,English,tt0088680
359,The Killing Fields,1984-11-23,"New York Times reporter Sydney Schanberg is on assignment covering the Cambodian Civil War, with the help of local interpreter Dith Pran and American photojournalist Al Rockoff. When the U.S. Army pulls out amid escalating violence, Schanberg makes exit arrangements for Pran and his family. Pran, however, tells Schanberg he intends to stay in Cambodia to help cover the unfolding story — a decision he may regret as the Khmer Rouge rebels move in.",7.478,718,en,Drama;History;War,142,"Here, only the silent survive.",14400000.0,34700291.0,Goldcrest;Enigma Productions;International Film Investors,United Kingdom,;Français;Pусский;English,tt0087553
360,First Blood,1982-10-22,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",7.49,6083,en,Action;Adventure;Thriller;War,93,This time he's fighting for his life.,15000000.0,125212904.0,Carolco Pictures;Anabasis N.V.;Elcajo Productions;Cinema 84;Orion Pictures,United States of America,English,tt0083944
361,The Seventh Continent,1989-10-20,"Chronicles three years of a middle class family seemingly caught up in their daily routines, only troubled by minor incidents. Behind their apparent calm and repetitive existence however, they are actually planning something sinister.",7.5,296,de,Drama,107,Sin tagline,13112079.2,63838039.304709144,Wega Film,Austria,Deutsch,tt0098327
362,Hannah and Her Sisters,1986-02-07,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",7.506,1012,en,Comedy;Drama,107,A story between two Thanksgivings.,6400000.0,40084041.0,Orion Pictures;Jack Rollins & Charles H. Joffe Productions,United States of America,English,tt0091167
363,E.T. the Extra-Terrestrial,1982-06-11,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",7.517,10997,en,Science Fiction;Adventure;Family;Fantasy,115,He is afraid. He is alone. He is three million light years from home.,10500000.0,792965500.0,Universal Pictures;Amblin Entertainment,United States of America,English,tt0083866
364,The Goonies,1985-06-07,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",7.517,5580,en,Adventure;Comedy;Family,114,Take the oath. Join the adventure.,19000000.0,61389680.0,Amblin Entertainment;Warner Bros. Pictures,United States of America,English;Italiano;Español;广州话 / 廣州話,tt0089218
365,Empire of the Sun,1987-12-09,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.",7.52,1871,en,Drama;History;War,153,"To survive in a world at war, he must find a strength greater than all the events that surround him.",35000000.0,66700000.0,Warner Bros. Pictures;Amblin Entertainment,United States of America,English;日本語;普通话,tt0092965
366,Police Story,1985-12-14,"Officer Chan Ka Kui manages to put a major Hong Kong drug dealer behind the bars practically alone, after a shooting and an impressive chase inside a slum. Now, he must protect the boss' secretary, Selina, who will testify against the gangster in court.",7.522,845,cn,Action;Crime;Thriller,100,"You may know the name, but the game has changed.",500000.0,18700000.0,Golden Way Films Ltd.;Paragon Films Ltd.;Orange Sky Golden Harvest,Hong Kong,广州话 / 廣州話,tt0089374
367,Who Framed Roger Rabbit,1988-06-21,"Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",7.523,5552,en,Fantasy;Animation;Comedy;Crime,104,"It's the story of a man, a woman, and a rabbit in a triangle of trouble.",70000000.0,329800000.0,Amblin Entertainment;Silver Screen Partners III;Touchstone Pictures,United States of America,English,tt0096438
368,Predator,1987-06-12,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,7.532,7849,en,Science Fiction;Action;Adventure;Thriller,107,Soon the hunt will begin.,15000000.0,98267558.0,Silver Pictures;20th Century Fox;Lawrence Gordon Productions;Davis Entertainment;Amercent Films;American Entertainment Partners L.P.;Estudios Churubusco Azteca S.A.,Mexico;United States of America,English;Español,tt0093773
369,My Left Foot: The Story of Christy Brown,1989-04-07,"No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author.",7.532,889,en,Drama,103,"A film about life, laughter, and the occasional miracle.",645180.0,14743391.0,Ferndale Films;Granada Television;RTÉ,Ireland;United Kingdom,English,tt0097937
370,Stranger Than Paradise,1983-01-31,"30-minute short subject film that would become Stranger Than Paradise. This short was released as a standalone film in 1982, and shown as ""Stranger Than Paradise"" at the 1983 International Film Festival Rotterdam. When it was later expanded into a three-act feature, that name was appropriated for the feature itself, and the initial segment was renamed ""The New World"".",7.542,24,en,No especificado,30,Sin tagline,13112079.2,63838039.304709144,Unknown,Unknown,Français,tt0209182
371,My Dinner with Andre,1981-10-11,Wallace Shawn and Andre Gregory share life stories and anecdotes over the course of an evening meal at a restaurant.,7.543,363,en,Drama,110,"One meal, two men.",475000.0,5250000.0,The Andre Company;Saga Productions Inc.,United States of America,English,tt0082783
372,Evil Dead II,1987-03-13,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",7.554,3027,en,Horror;Comedy;Fantasy,84,Kiss your nerves goodbye!,3500000.0,10900000.0,Rosebud Releasing Corporation;Renaissance Pictures;Dino De Laurentiis Company,United States of America,English,tt0092991
373,Gandhi,1982-12-01,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",7.556,2237,en,Drama;History,191,His triumph changed the world forever.,22000000.0,77737889.0,Goldcrest;Indo-British;International Film Investors;National Film Development Corporation of India;Columbia Pictures,India;United Kingdom;United States of America,English;हिन्दी,tt0083987
374,Ferris Bueller's Day Off,1986-06-11,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",7.588,4789,en,Comedy,103,One man's struggle to take it easy.,6000000.0,70100000.0,Paramount Pictures,United States of America,English,tt0091042
375,Man Facing Southeast,1987-04-02,"A new patient mysteriously appears in a psychiatric ward. He claims to come from another planet to study humans and their behavior. The alien is gentle but criticizes humans for their harsh treatment of each other. The assigned psychiatrist is himself unhappy, and affected by the patient's insight. But he is ordered to treat the patient according to institutional procedure.",7.6,67,es,Mystery;Science Fiction;Drama,109,Somewhere Between The Insane And The Unreal Lies The Mystery Of The Man Facing Southeast.,600000.0,1532797.0,Cinequanon,Argentina,Español,tt0091214
376,Maurice,1987-09-18,"After his lover rejects him, Maurice attempts to come to terms with his sexuality within the restrictiveness of Edwardian society.",7.6,519,en,Drama;Romance,140,A love story of unforgettable passion.,2600000.0,2438304.0,Merchant Ivory Productions;Film4 Productions,United Kingdom,English;Latin,tt0093512
377,A Short Film About Killing,1988-03-11,"Jacek climbs into the taxi driven by Waldemar, tells him to drive to a remote location, then brutally strangles him, seemingly without motive.",7.602,343,pl,Crime;Drama,85,Sin tagline,13112079.2,63838039.304709144,Studio Filmowe Tor,Poland,Polski,tt0095468
378,Blue Velvet,1986-09-19,"Clean-cut Jeffrey Beaumont realizes his hometown is not so normal when he discovers a human ear in a field, the investigation soon catapulting him toward a disturbed nightclub singer and a drug-addicted sadist.",7.624,3207,en,Mystery;Thriller;Crime,120,It's a strange world.,6000000.0,8636706.0,DEG,United States of America,English,tt0090756
379,The Last Emperor,1987-10-04,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",7.629,1634,en,Drama;History,163,"1500 slaves. 353,260,000 royal subjects. Warlords. Concubines. And 2 wives. He was the loneliest boy in the world.",23800000.0,44000000.0,Hemdale Film Corporation;Soprofilms;TAO Film;Yanco;Columbia Pictures;Recorded Picture Company,China;France;Italy;United Kingdom,English;普通话;日本語;,tt0093389
380,Fitzcarraldo,1982-03-02,"Fitzcarraldo is a dreamer who plans to build an opera house in Iquitos, in the Peruvian Amazon, so, in order to finance his project, he embarks on an epic adventure to collect rubber, a very profitable product, in a remote and unexplored region of the rainforest.",7.631,731,de,Drama;Adventure,157,Dare to dream the impossible.,7362000.0,63838039.304709144,Werner Herzog Filmproduktion;Pro-ject Filmproduktion;ZDF;Wildlife Films Peru;Filmverlag der Autoren,Germany;Peru,English;Deutsch;Italiano;Español,tt0083946
381,Dust in the Wind,1986-05-09,"A-yuan and A-yun are both from the small mining town of Jio-fen. They move to Taipei, where A-yuan is an apprentice by day and goes to night school, and A-yun works as a helper at a tailors. Everyone thinks they are meant for each other, and so do they. They fail to see time and fate are beyond their control.",7.638,87,zh,Drama;Romance,109,Sin tagline,13112079.2,63838039.304709144,Central Motion Picture Corporation,Taiwan,普通话,tt0091406
382,Stand and Deliver,1988-03-11,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",7.639,357,en,Drama,103,"At a tough school, someone had to take a stand...and someone did. Together, one teacher and one class proved to America they could...",13112079.2,13994920.0,American Playhouse;Olmos Productions,United States of America,English;Español,tt0094027
383,The Terminator,1984-10-26,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",7.655,12811,en,Action;Thriller;Science Fiction,108,Your future is in its hands.,6400000.0,78371200.0,Hemdale;Pacific Western,United Kingdom;United States of America,English;Español,tt0088247
384,Eddie Murphy: Delirious,1983-10-15,"Taped live and in concert at Constitution Hall in Washington, D.C. in August, 1983, Eddie Murphy: Delirious captures Eddie Murphy's wild and outrageous stand-up comedy act, which he performed in New York and eighteen other cities across the U.S. to standing-room-only audiences. Eddie's comedy was groundbreaking, completely new, razor sharp and definitely funny.Eddie Murphy pontificates in his own vulgarly hilarious fashion on everything from bizarre sexual fantasies to reliving the family barbecue, and is peppered with Eddie's one-of-a-kind wit. Laugh along as Eddie reminiscences of hot childhood days and the ice cream man intermixed with classic vocal parodies of top American entertainers.Experience Eddie Murphy at his best, live and red hot! Delirious! Uncensored and Uncut!",7.667,309,en,Comedy,69,Sin tagline,13112079.2,63838039.304709144,HBO;Eddie Murphy Productions,United States of America,English,tt0085474
385,Mississippi Burning,1988-12-08,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",7.674,1600,en,Drama;Crime,128,1964. When America was at war with itself.,15000000.0,34604000.0,Orion Pictures,United States of America,English,tt0095647
386,Brazil,1985-02-20,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",7.677,3212,en,Comedy;Science Fiction,143,It's only a state of mind.,15000000.0,9900000.0,Embassy International Pictures,United Kingdom;United States of America,English,tt0088846
387,Davaro,1981-11-09,Memo returns from Germany to get married with his love but his fathers killer Sulo is being released from jail. As a village rule he has to get revenge for his fahter or he can not get married but he doesn't want to kill so they stage a fake death with Sulo and after that his luck runs out.,7.683,52,tr,Comedy,94,Sin tagline,13112079.2,63838039.304709144,Başaran Film,Turkey,Türkçe,tt0252361
388,The Princess Bride,1987-09-25,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",7.683,4440,en,Adventure;Family;Fantasy;Comedy;Romance,99,It's as real as the feelings you feel.,16000000.0,30900000.0,The Princess Bride Ltd.;Buttercup Films Ltd.;Act III Productions,United States of America,English,tt0093779
389,On the Silver Globe,1989-02-10,"A small group of cosmic explorers, including a woman, leaves Earth to start a new civilization. They do not realize that within themselves they carry the end of their own dream. They die one by one, while their children revert to a primitive native culture, creating new myths and a new god.",7.7,131,pl,Science Fiction;Drama,165,Sin tagline,13112079.2,63838039.304709144,"Zespół Filmowy ""Pryzmat"";Zespół Filmowy Kadr",Poland,Polski,tt0093593
390,The Blues Brothers,1980-06-16,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",7.742,4086,en,Music;Comedy;Action;Crime,133,They'll never get caught. They're on a mission from God.,27000000.0,115200000.0,Universal Pictures,United States of America,English,tt0080455
391,The Breakfast Club,1985-02-15,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",7.746,7848,en,Comedy;Drama,98,"They only met once, but it changed their lives forever.",1000000.0,51525171.0,Universal Pictures;A&M Films;Channel Productions,United States of America,English,tt0088847
392,Platoon,1986-12-19,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",7.746,4421,en,Drama;War;Action,120,The first casualty of war is innocence.,6000000.0,138530565.0,Hemdale Film Corporation;Cinema 86;Cinema 84;Orion Pictures;Orion,United Kingdom;United States of America,English;Tiếng Việt,tt0091763
393,Back to the Future Part II,1989-11-22,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",7.762,12525,en,Adventure;Comedy;Science Fiction,108,Getting back was only the beginning.,40000000.0,332000000.0,Universal Pictures;Amblin Entertainment,United States of America,English,tt0096874
394,Rain Man,1988-12-12,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",7.763,6217,en,Drama,134,A journey through understanding and fellowship.,25000000.0,354825435.0,United Artists;Star Partners II Ltd.;Guber/Peters Company,United States of America,Italiano;English,tt0095953
395,The Untouchables,1987-06-03,"Elliot Ness, an ambitious prohibition agent, is determined to take down Al Capone. In order to achieve this goal, he forms a group given the nickname “The Untouchables”.",7.767,5491,en,Crime;History;Thriller,119,What are you prepared to do?,25000000.0,76270454.0,Paramount Pictures;The Linson Company,United States of America,English,tt0094226
396,Wings of Desire,1987-09-23,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",7.767,1267,de,Drama;Fantasy;Romance,128,There are angels on the streets of Berlin.,2500000.0,3210139.0,Argos Films;Wim Wenders Stiftung;WDR;Road Movies;Argos Film Productions,France;Germany,English;עִבְרִית;Español;日本語;Français;Türkçe;Deutsch,tt0093191
